,fullname,gender,birth,hand,tourney_spectators,won_matches,lost_matches,country,minutes,rank,year,bp_save_ratio,svpt_won_perc,ace,df_perc,matches,best_season,best_year,best_surface,percent_won
9062,Tammy Tan,F,2002.0,U,2503.0,0,6,SGP,71.0,,2020.0,0.125,0.32653061224489793,0.0,0.12244897959183673,6,,,,0
9063,Tamsin Hart,F,2001.0,U,2916.25,1,3,RSA,,,2020.0,,,,,4,Winter,2020.0,Hard,25
9064,Tanasha Khandpur,F,1997.0,R,2201.0,1,1,IND,,,2016.0,,,,,2,Winter,2016.0,Hard,50
9065,Tangia Riley Codrington,F,2001.0,U,168.0,0,4,BAR,42.0,,2019.0,0.3333333333333333,0.20588235294117646,0.0,0.23529411764705882,4,,,,0
9066,Tania Andrada Mare,F,1999.0,U,3545.5555555555557,4,5,ROU,,,2017.0,,,,,9,Summer,2016.0,Clay,44
9067,Tania Isabel Andrade Sabando,F,,U,2447.0,0,2,ECU,,,2021.0,,,,,2,,,,0
9068,Tania Lea Aizenman Sanchez,F,2000.0,U,1884.3333333333333,0,3,CRC,65.0,,2018.0,0.375,0.4716981132075472,2.0,0.07547169811320754,3,,,,0
9069,Tania Munteanu,F,2002.0,U,2971.181818181818,4,7,ROU,,,2021.0,,,,,11,Summer,2021.0,Clay,36
9070,Tania Pereira,F,,U,2371.6666666666665,0,3,SUI,,,2019.0,,,,,3,,,,0
9071,Tania Sfilio,F,,U,2996.0,1,3,ARG,,,2021.0,,,,,4,Summer,2021.0,Clay,25
9072,Tania Varela Alvarado,F,1987.0,R,4671.0,1,1,ECU,,,2019.0,,,,,2,Summer,2019.0,Clay,50
9073,Tanika Tyra Panaino,F,,U,3070.0,0,5,RSA,,,2021.0,,,,,5,,,,0
9074,Tanisha Rohira,F,1990.0,R,1635.0,0,2,IND,,,2016.0,,,,,2,,,,0
9075,Tanit Lopez Lopez,F,1999.0,U,2755.8571428571427,2,5,ESP,,,2021.0,,,,,7,Summer,2021.0,Clay,28
9076,Tanja Tuomi,F,1996.0,U,3429.0,0,1,FIN,,,2016.0,,,,,1,,,,0
9077,Tanuchaporn Yongmod,F,1999.0,U,3199.0,0,8,THA,,,2020.0,,,,,8,,,,0
9078,Tanysha Dissanayake,F,2001.0,U,3048.695652173913,19,27,GBR,,1170.0,2021.0,,,,,46,Summer,2019.0,Hard,41
9079,Tao Castillo Bernal,M,,U,4111.0,1,1,ESP,70.0,,2016.0,0.8333333333333334,0.6129032258064516,6.0,0.16129032258064516,2,Summer,2016.0,Clay,50
9080,Tao Mu,M,2000.0,U,2583.5,0,2,CHN,73.0,1608.5,2018.0,0.6111111111111112,0.5327249022164277,1.5,0.06232073011734029,2,,,,0
9081,Tara Damnjanovic,F,1998.0,U,3351.0,0,1,SRB,,,2016.0,,,,,1,,,,0
9082,Tara Gancev,F,2002.0,U,2633.5333333333333,4,11,SRB,,,2021.0,,,,,15,Winter,2020.0,Hard,26
9083,Tara Gilich,F,2001.0,R,2483.0,0,1,AUS,,,2019.0,,,,,1,,,,0
9084,Tara Gorinsek,F,,U,3293.0,0,1,SLO,,,2020.0,,,,,1,,,,0
9085,Tara Katarina Milic,F,,U,3233.4,1,4,SLO,,,2020.0,,,,,5,Winter,2020.0,Hard,20
9086,Tara Kruppa,F,,U,2057.0,0,2,GER,,,2021.0,,,,,2,,,,0
9087,Tara Malik,F,2002.0,U,3012.0434782608695,11,12,USA,,,2021.0,,,,,23,Summer,2021.0,Hard,47
9088,Tara Moore,F,1992.0,R,3726.705882352941,93,111,GBR,99.8913043478261,360.4264705882353,2021.0,0.5423389589949693,0.539018567342826,2.152173913043478,0.09557491432938266,204,Summer,2016.0,Hard,45
9089,Tara Wurth,F,2003.0,U,2839.9864864864867,54,20,CRO,81.33333333333333,917.0967741935484,2021.0,0.4444444444444445,0.5629870129870129,1.6666666666666667,0.04584288260758849,74,Winter,2021.0,Clay,72
9090,Tara Zoppas,F,,U,3135.6666666666665,1,2,FRA,,,2021.0,,,,,3,Summer,2021.0,Hard,33
9091,Taro Daniel,M,1993.0,R,5020.338235294118,183,157,JPN,105.85932721712538,104.03235294117647,2021.0,0.5953368116991379,0.6149817367155773,2.9696969696969697,0.038420695750193,340,Summer,2017.0,Clay,53
9092,Taro Keens,F,1992.0,U,3644.375,1,7,GBR,,,2018.0,,,,,8,Winter,2018.0,Carpet,12
9093,Tasha Cacciato,F,1998.0,U,2744.6,0,5,ITA,,,2021.0,,,,,5,,,,0
9094,Tatia Mikadze,F,1988.0,R,3345.6,5,5,GEO,,,2021.0,,,,,10,Summer,2017.0,Clay,50
9095,Tatiana Barkova,F,,U,2881.6666666666665,0,3,RUS,,,2021.0,,,,,3,,,,0
9096,Tatiana Bua,F,1990.0,L,3725.0,3,1,ARG,,1008.0,2016.0,,,,,4,Winter,2016.0,Clay,75
9097,Tatiana Carpio,F,1990.0,R,2774.0,3,1,ARG,,,2019.0,,,,,4,Summer,2019.0,Clay,75
9098,Tatiana Golovin,F,1987.0,R,3337.5,0,2,FRA,74.0,,2019.0,0.5,0.4411764705882353,0.0,0.014705882352941176,2,,,,0
9099,Tatiana Ovechkina,F,,R,3025.0,0,2,RUS,,,2019.0,,,,,2,,,,0
9100,Tatiana Perebiynis,F,1982.0,R,3188.0,4,5,UKR,,1201.6666666666667,2018.0,,,,,9,Summer,2017.0,Clay,44
9101,Tatiana Pieri,F,1999.0,U,3196.9451219512193,84,80,ITA,,607.5443037974684,2021.0,,,,,164,Summer,2019.0,Clay,51
9102,Tatiana Silbereisen,F,1988.0,R,2862.0,0,1,LUX,,,2019.0,,,,,1,,,,0
9103,Tatiana Terwindt,F,2000.0,U,3020.529411764706,4,13,PAR,,,2020.0,,,,,17,Summer,2019.0,Clay,23
9104,Tatiana Victoria Baracco,F,2002.0,U,2557.0,0,1,ARG,,,2018.0,,,,,1,,,,0
9105,Tatjana Maria,F,1987.0,R,5135.897435897436,136,137,GER,90.22631578947369,85.26007326007326,2021.0,0.5026493155321353,0.5576268925583312,3.7578947368421054,0.03876162931037465,273,Summer,2017.0,Hard,49
9106,Tatsiana Sasnouskaya,F,2001.0,U,3036.4761904761904,11,10,BLR,,,2019.0,,,,,21,Summer,2019.0,Hard,52
9107,Tatsuma Ito,M,1988.0,R,5212.4525547445255,143,131,JPN,100.56809338521401,159.67518248175182,2021.0,0.5569966314731021,0.6211759563024811,3.8494208494208495,0.042389911531870154,274,Winter,2019.0,Hard,52
9108,Tatyana Chsherbakova,F,,U,3135.0,0,2,KAZ,,,2021.0,,,,,2,,,,0
9109,Tatyana Nikolenko,F,,U,2995.0,2,12,KAZ,,1416.0,2021.0,,,,,14,Summer,2019.0,Clay,14
9110,Tayisiya Morderger,F,1997.0,L,3149.8171641791046,155,113,GER,,593.8619402985074,2021.0,,,,,268,Winter,2017.0,Clay,57
9111,Tayla Whitehouse,F,2001.0,R,2956.1666666666665,1,5,AUS,,,2019.0,,,,,6,Winter,2019.0,Hard,16
9112,Tayla Wilmot,F,,U,2617.6666666666665,1,2,RSA,,,2021.0,,,,,3,Summer,2021.0,Hard,33
9113,Taylah Lawless,F,2003.0,R,2930.6,4,6,AUS,,1116.0,2020.0,,,,,10,Winter,2019.0,Hard,40
9114,Taylah Preston,F,,U,3073.0,1,2,AUS,,,2020.0,,,,,3,Winter,2020.0,Hard,33
9115,Taylor Bridges,F,1999.0,R,3042.0,0,1,USA,,,2017.0,,,,,1,,,,0
9116,Taylor Cataldi,F,,R,2947.2631578947367,9,10,USA,,1339.0,2021.0,,,,,19,Summer,2019.0,Hard,47
9117,Taylor Dean,F,2001.0,U,2882.6666666666665,0,3,USA,,,2019.0,,,,,3,,,,0
9118,Taylor Gruber,F,1999.0,U,3151.5,0,4,USA,,,2016.0,,,,,4,,,,0
9119,Taylor Harry Fritz,M,1997.0,R,5669.920118343195,194,144,USA,100.31306990881458,71.21597633136095,2021.0,0.5880884731897267,0.6604755114692248,8.927492447129909,0.03213584045254303,338,Winter,2018.0,Hard,57
9120,Taylor Johnson,F,2000.0,L,3336.625,2,6,USA,,1063.0,2018.0,,,,,8,Summer,2017.0,Clay,25
9121,Taylor Ng,F,1995.0,U,3221.3333333333335,33,21,USA,,895.2307692307693,2021.0,,,,,54,Winter,2020.0,Hard,61
9122,Taylor Nix,F,,U,4604.0,0,1,USA,,,2021.0,,,,,1,,,,0
9123,Taylor Russo,F,1998.0,U,2985.0,0,1,USA,,,2016.0,,,,,1,,,,0
9124,Taylor Townsend,F,1996.0,L,6191.766169154229,128,73,USA,96.12790697674419,139.72139303482587,2020.0,0.5476258034293748,0.5726439973070021,2.441860465116279,0.03126466403813346,201,Summer,2017.0,Hard,63
9125,Taysia Rogers,F,2000.0,R,3521.8,0,5,USA,47.0,1205.0,2018.0,0.2857142857142857,0.3225806451612903,1.0,0.16129032258064516,5,,,,0
9126,Tea Faber,F,1989.0,R,3236.705882352941,11,23,CRO,,1160.8529411764705,2018.0,,,,,34,Summer,2016.0,Clay,32
9127,Tea Jandric,F,1996.0,U,2955.4285714285716,7,7,CRO,,,2020.0,,,,,14,Winter,2020.0,Hard,50
9128,Tea Jezidzic,F,1999.0,U,2592.0,0,3,CRO,,,2016.0,,,,,3,,,,0
9129,Tea Lukic,F,,U,3096.391304347826,13,10,GER,,,2021.0,,,,,23,Winter,2020.0,Hard,56
9130,Tea Nikcevic,F,,U,3453.0,0,1,MNE,,,2019.0,,,,,1,,,,0
9131,Tea Pavlicic Pavlicic,F,,U,4959.0,0,1,ESP,,,2021.0,,,,,1,,,,0
9132,Tea Zivic,F,,U,2646.0,0,1,FRA,,,2020.0,,,,,1,,,,0
9133,Teeradon Tortrakul,M,1996.0,U,2616.0,0,1,THA,65.0,,2016.0,0.4166666666666667,0.36538461538461536,2.0,0.19230769230769232,1,,,,0
9134,Teertha Iska,F,1996.0,R,3584.4285714285716,1,6,IND,,,2018.0,,,,,7,Summer,2016.0,Hard,14
9135,Tejas Chaukulkar,M,1989.0,R,4330.6,2,3,IND,102.6,1803.0,2019.0,0.4813186813186813,0.5600672031793634,4.0,0.04815643445173051,5,Winter,2016.0,Hard,40
9136,Tejasvi Kate,F,2000.0,U,3030.6,2,3,IND,,,2021.0,,,,,5,Winter,2021.0,Hard,40
9137,Teliana Pereira,F,1988.0,R,3685.2720588235293,64,72,BRA,96.70731707317073,344.54411764705884,2020.0,0.4483108673567784,0.4988703058590817,0.6341463414634146,0.03507673000458154,136,Summer,2019.0,Clay,47
9138,Temur Ismailov,M,1994.0,R,3036.7727272727275,8,14,UZB,88.95454545454545,483.0,2019.0,0.5633889919604205,0.5912820544210056,6.318181818181818,0.04517378430295456,22,Winter,2016.0,Hard,36
9139,Tena Lukas,F,1995.0,U,3106.725490196078,130,125,CRO,93.45454545454545,301.7725490196078,2021.0,0.492544240271513,0.518322919285509,2.272727272727273,0.0688511812363717,255,Summer,2016.0,Clay,50
9140,Teng Fei,F,,U,3424.0,0,1,CHN,,,2019.0,,,,,1,,,,0
9141,Tennys Sandgren,M,1991.0,R,5308.535055350553,141,130,USA,104.55426356589147,111.09225092250922,2021.0,0.6131531313298231,0.6436638153643491,7.747126436781609,0.031898485399765204,271,Summer,2017.0,Hard,52
9142,Teodor Dacian Craciun,M,1980.0,R,3786.0,0,1,ROU,123.0,1239.0,2017.0,0.4,0.5308641975308642,2.0,0.06172839506172839,1,,,,0
9143,Teodora Djordjevic,F,1996.0,R,3058.3333333333335,1,2,ITA,,,2019.0,,,,,3,Summer,2019.0,Clay,33
9144,Teodora Mitrovic,F,2000.0,U,2715.4,0,5,SRB,,,2018.0,,,,,5,,,,0
9145,Teodora Ristic,F,2000.0,U,2845.5,0,2,SRB,,,2017.0,,,,,2,,,,0
9146,Teodora Sabljarevic,F,1998.0,U,3347.0,0,1,SRB,,,2016.0,,,,,1,,,,0
9147,Teodora Stinga,F,1995.0,R,3263.4901960784314,15,36,ROU,,1035.0697674418604,2018.0,,,,,51,Summer,2016.0,Clay,29
9148,Teona Urushadze,F,,U,3242.5,0,2,RUS,,,2019.0,,,,,2,,,,0
9149,Teppei Uesugi,M,1992.0,U,3740.0,0,1,JPN,52.0,,2018.0,0.3333333333333333,0.37254901960784315,0.0,0.058823529411764705,1,,,,0
9150,Teresa Hernandez Palencia,F,,U,2154.0,0,1,MEX,,,2019.0,,,,,1,,,,0
9151,Teresia Londol,F,1999.0,U,3595.157894736842,6,13,USA,,,2021.0,,,,,19,Winter,2020.0,Clay,31
9152,Tereza Dejnozkova,F,,U,2560.3333333333335,4,8,CZE,,,2021.0,,,,,12,Summer,2020.0,Clay,33
9153,Tereza Gabajova,F,,U,2480.0,0,1,CZE,,,2020.0,,,,,1,,,,0
9154,Tereza Jankovska,F,1994.0,L,3627.75,2,2,CZE,,,2018.0,,,,,4,Winter,2017.0,Carpet,50
9155,Tereza Kolarova,F,1998.0,U,3128.076923076923,10,16,CZE,,1081.857142857143,2017.0,,,,,26,Summer,2016.0,Clay,38
9156,Tereza Koplova,F,1998.0,L,3256.125,2,6,CZE,,,2018.0,,,,,8,Summer,2017.0,Clay,25
9157,Tereza Krahulikova,F,,U,3825.0,0,1,CZE,,,2021.0,,,,,1,,,,0
9158,Tereza Krenkova,F,,U,3198.6666666666665,0,6,CZE,,,2020.0,,,,,6,,,,0
9159,Tereza Kucerova,F,,U,3050.0,0,2,CZE,,,2020.0,,,,,2,,,,0
9160,Tereza Malikova,F,1991.0,R,3350.5,6,8,CZE,,495.85714285714283,2016.0,,,,,14,Winter,2016.0,Clay,42
9161,Tereza Martincova,F,1994.0,R,4989.205607476635,176,145,CZE,93.83817427385893,151.2710280373832,2021.0,0.5022445277581032,0.566854171509219,1.3621399176954732,0.033145275734759075,321,Summer,2019.0,Hard,54
9162,Tereza Mihalikova,F,1998.0,R,3200.404255319149,126,109,SVK,64.5,466.17021276595744,2021.0,0.42857142857142855,0.46875,2.0,0.07481060606060606,235,Summer,2017.0,Hard,53
9163,Tereza Mrdeza,F,1990.0,R,3761.6076388888887,160,128,CRO,101.07575757575758,243.16319444444446,2021.0,0.44531541904195737,0.5027269062716478,0.15151515151515152,0.06867958884034643,288,Summer,2017.0,Clay,55
9164,Tereza Polakova,F,,U,3367.0,0,1,CZE,,,2019.0,,,,,1,,,,0
9165,Tereza Polanska,F,1997.0,R,3816.75,1,3,CZE,,,2019.0,,,,,4,Summer,2019.0,Clay,25
9166,Tereza Prochazkova,F,1999.0,U,3266.682926829268,24,17,CZE,,879.1875,2017.0,,,,,41,Summer,2017.0,Clay,58
9167,Tereza Smitkova,F,1994.0,R,4184.685714285714,142,103,CZE,97.89393939393939,220.77142857142857,2021.0,0.5596249477018708,0.5828821741055481,5.606060606060606,0.05225720131616491,245,Summer,2016.0,Hard,57
9168,Tereza Susen,F,1994.0,U,2595.0,0,1,CAN,,,2019.0,,,,,1,,,,0
9169,Tereza Svecova,F,1991.0,R,2533.0,0,3,CZE,,,2017.0,,,,,3,,,,0
9170,Tereza Vajsejtlova,F,,U,3926.0,1,2,CZE,,,2019.0,,,,,3,Winter,2019.0,Carpet,33
9171,Tereza Valentova,F,2007.0,U,3593.6666666666665,1,2,CZE,39.5,,2021.0,0.6666666666666666,0.4666666666666667,0.0,0.08,3,Summer,2021.0,Hard,33
9172,Tereza Zelinova,F,,R,3389.0,0,1,SVK,,,2019.0,,,,,1,,,,0
9173,Tereze Vevere,F,,U,4130.0,0,1,LVA,,,2021.0,,,,,1,,,,0
9174,Terezie Pluharova,F,,U,4311.0,0,1,CZE,,,2019.0,,,,,1,,,,0
9175,Terri Fleming,F,1997.0,U,3264.0,1,2,USA,,,2019.0,,,,,3,Winter,2019.0,Hard,33
9176,Tess Sugnaux,F,1995.0,R,3229.7653846153844,135,125,SUI,66.0,537.5,2021.0,0.3363945578231292,0.4305709404015592,2.7142857142857144,0.06363989917923842,260,Summer,2016.0,Clay,51
9177,Tessah Andrianjafitrimo,F,1998.0,R,3548.154109589041,164,128,FRA,108.6842105263158,289.42123287671234,2021.0,0.4620864515601358,0.5034405157724846,0.3157894736842105,0.04308212163117819,292,Summer,2019.0,Clay,56
9178,Tetsuro Habusawa,M,1993.0,U,1928.0,0,1,JPN,52.0,1895.0,2016.0,0.6,0.4307692307692308,0.0,0.046153846153846156,1,,,,0
9179,Teymuraz Gabashvili,M,1985.0,R,4717.584905660377,115,150,RUS,98.28571428571429,243.22641509433961,2021.0,0.5615596610118523,0.6080841313636802,3.94921875,0.06428191441371986,265,Summer,2019.0,Hard,43
9180,Thai Sa Grana Pedretti,F,1999.0,U,3271.7709497206706,118,61,BRA,,629.672514619883,2021.0,,,,,179,Summer,2019.0,Clay,65
9181,Thai Son Kwiatkowski,M,1995.0,R,5494.359477124183,79,74,USA,102.24,324.47058823529414,2021.0,0.5337635551177218,0.6339912370163704,6.4635761589403975,0.0444781001843129,153,Summer,2018.0,Hard,51
9182,Thais Castiglioni,F,1994.0,U,2724.5,0,2,ESP,,,2019.0,,,,,2,,,,0
9183,Thais Maciel,F,,U,2416.0,0,1,BRA,,,2019.0,,,,,1,,,,0
9184,Thales Turini,M,1989.0,U,3175.5,2,8,BRA,74.2,853.8,2018.0,0.3932539682539682,0.5954838869690272,2.3,0.035704582541518634,10,Summer,2017.0,Clay,20
9185,Thamyrys Nicolle Costa Araujo,F,,U,3421.0,2,2,BRA,,,2020.0,,,,,4,Winter,2020.0,Clay,50
9186,Thanapet Chanta,M,2000.0,U,4196.0,0,3,THA,82.66666666666667,1398.0,2020.0,0.5416666666666666,0.530411667154424,1.0,0.0868939615647254,3,,,,0
9187,Thanasi Kokkinakis,M,1996.0,R,6295.553719008264,72,49,AUS,110.37272727272727,233.47058823529412,2021.0,0.6157482223658693,0.6744710585761746,9.153153153153154,0.03772579402996183,121,Summer,2018.0,Hard,59
9188,Thanh Trung Hoang,M,1984.0,R,3062.0,0,1,VIE,84.0,,2016.0,0.5833333333333334,0.5,0.0,0.0,1,,,,0
9189,Thasaporn Naklo,F,2001.0,R,3038.8888888888887,3,6,THA,,,2019.0,,,,,9,Winter,2017.0,Hard,33
9190,Thehan Sanjaya Wijemanne,M,2004.0,L,173.0,0,1,SRI,,,2020.0,,,,,1,,,,0
9191,Theiviya Selvarajoo,F,1994.0,U,1704.7391304347825,9,14,MAS,88.5,,2019.0,0.4270021645021645,0.5268282025591993,0.5833333333333334,0.07767041823329472,23,Summer,2016.0,Hard,39
9192,Themi Sitzoukis,M,1997.0,U,4105.0,0,1,AUS,46.0,,2016.0,0.4444444444444444,0.4,0.0,0.044444444444444446,1,,,,0
9193,Theo Gravouil,F,1998.0,U,3172.4761904761904,59,46,FRA,,780.8651685393259,2019.0,,,,,105,Summer,2016.0,Hard,56
9194,Theo Vandeweghe,M,1999.0,R,2433.0,0,1,BEL,80.0,,2016.0,0.6923076923076923,0.5185185185185185,1.0,0.08641975308641975,1,,,,0
9195,Theodora Xantava,F,,U,3005.5,0,2,GRE,,,2021.0,,,,,2,,,,0
9196,Theresa Alison Van Zyl,F,1996.0,U,1194.0,0,2,RSA,64.0,,2019.0,0.4166666666666667,0.3409090909090909,0.0,0.09090909090909091,2,,,,0
9197,Theresa Anderson,F,1971.0,R,4255.0,0,1,USA,,,2017.0,,,,,1,,,,0
9198,Theresa Kleinsteuber,F,1994.0,U,2783.0,0,1,GER,,1206.0,2016.0,,,,,1,,,,0
9199,Theresa Papikian,F,,U,2889.0,0,1,USA,,,2019.0,,,,,1,,,,0
9200,Therese Ekdahl,F,2000.0,U,3547.5,1,3,SWE,,,2019.0,,,,,4,Summer,2019.0,Clay,25
9201,Therese Harboe Holst,F,,U,3086.0,0,1,DEN,,,2021.0,,,,,1,,,,0
9202,Thessy Ntondele Zinga,F,,U,3355.0,1,1,FRA,,,2021.0,,,,,2,Winter,2021.0,Clay,50
